BOROUGH,Job Type,Block,Lot,Community Board,Zip Code,Bldg Type,Residential,Special District 1,Special District 2,Work Type,Permit Status,Filing Status,Permit Type,Filing Date,Issuance Date,Expiration Date,Job Start Date,Owner's Business Type,Non-Profit,LATITUDE,LONGITUDE,COUNCIL_DISTRICT,CENSUS_TRACT,NTA_NAME
QUEENS,NB,9834,1,412,11432,2,,DJ,,EQ,ISSUED,INITIAL,EQ,8/5/09,8/5/09,5/12/10,8/5/09,PARTNERSHIP,N,40.711836,-73.787455,27,462,Jamaica
QUEENS,NB,9889,66,408,11432,1,YES,,,PL,ISSUED,INITIAL,PL,8/12/09,8/12/09,8/12/10,8/12/09,INDIVIDUAL,N,40.716164,-73.791287,24,458,Jamaica Estates-Holliswood
STATEN ISLAND,NB,169,15,501,10310,1,YES,,,,ISSUED,INITIAL,NB,1/7/09,1/7/09,3/29/09,1/7/09,PARTNERSHIP,N,40.639291,-74.117683,49,97,West New Brighton-New Brighton-St. George
QUEENS,NB,4227,32,407,11356,1,,,,PL,ISSUED,INITIAL,PL,3/23/10,3/23/10,3/23/11,3/23/10,INDIVIDUAL,N,40.77829,-73.844321,19,919,College Point
BROOKLYN,NB,8669,15,313,11235,2,,OP,,,ISSUED,INITIAL,NB,6/17/10,6/17/10,7/11/10,6/17/10,CORPORATION,N,40.577481,-73.966943,48,362,Brighton Beach
QUEENS,NB,3916,62,,11356,1,YES,,,PL,ISSUED,INITIAL,PL,5/27/09,5/27/09,5/27/10,5/27/09,CORPORATION,N,40.794991,-73.848241,19,939,College Point
QUEENS,NB,1161,1,401,11377,1,YES,,,PL,ISSUED,INITIAL,PL,10/12/11,10/12/11,10/11/12,10/12/11,INDIVIDUAL,N,40.754724,-73.902279,26,297,Woodside
QUEENS,NB,1519,19,404,11373,2,YES,,,,ISSUED,INITIAL,NB,11/4/09,11/4/09,9/29/10,11/4/09,CORPORATION,N,40.743183,-73.890275,25,483,Elmhurst-Maspeth
STATEN ISLAND,NB,3481,47,502,10305,1,YES,SRD,,,ISSUED,INITIAL,NB,2/4/10,2/4/10,8/19/10,2/4/10,CORPORATION,N,40.57933,-74.079764,50,11201,Old Town-Dongan Hills-South Beach
QUEENS,NB,13027,180,412,11413,1,YES,,,,ISSUED,INITIAL,NB,3/18/10,3/18/10,7/23/10,3/18/10,CORPORATION,N,40.674604,-73.757104,27,328,Laurelton
STATEN ISLAND,NB,644,13,501,10304,1,YES,,,,ISSUED,INITIAL,NB,4/13/10,4/13/10,8/1/10,4/13/10,INDIVIDUAL,N,40.616522,-74.084487,49,29,Stapleton-Rosebank
QUEENS,NB,10836,102,413,11429,1,,,,,ISSUED,INITIAL,FO,4/18/11,4/18/11,6/20/11,4/18/11,INDIVIDUAL,N,40.714076,-73.748108,27,540,Queens Village
QUEENS,NB,16350,300,414,11697,1,YES,,,,ISSUED,INITIAL,NB,6/4/09,6/4/09,8/23/09,6/4/09,CORPORATION,N,40.560767,-73.92408,32,91601,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
BROOKLYN,NB,7369,1,315,11229,2,,,,PL,ISSUED,INITIAL,PL,3/20/09,3/20/09,3/20/10,3/20/09,,,40.601285,-73.935763,46,568,Madison
QUEENS,NB,14077,32,410,11414,1,,,,PL,ISSUED,INITIAL,PL,11/26/10,11/26/10,11/26/11,11/26/10,INDIVIDUAL,N,40.648995,-73.84605,32,892,Lindenwood-Howard Beach
BROOKLYN,NB,6289,15,311,11214,1,YES,,,,ISSUED,INITIAL,NB,10/27/10,10/27/10,3/1/11,10/27/10,PARTNERSHIP,N,40.604947,-73.989675,44,270,Bensonhurst West
BROOKLYN,NB,6575,1,311,11204,2,,,,,ISSUED,INITIAL,NB,1/11/11,1/11/11,2/4/11,1/11/11,CORPORATION,N,40.611265,-73.984102,44,430,Bensonhurst East
QUEENS,NB,5388,43,407,11358,1,YES,,,,ISSUED,INITIAL,FO,9/19/11,9/19/11,11/13/11,9/19/11,INDIVIDUAL,N,40.760399,-73.807768,20,1185,East Flushing
STATEN ISLAND,NB,2259,12,502,10306,1,YES,NA-1,,PL,ISSUED,INITIAL,PL,6/9/09,6/9/09,6/9/10,6/9/09,PARTNERSHIP,N,40.574655,-74.131615,50,279,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
STATEN ISLAND,NB,3248,68,502,10305,1,YES,,,,ISSUED,INITIAL,NB,4/6/10,4/6/10,4/1/11,4/6/10,INDIVIDUAL,N,40.593401,-74.07852,50,70,Old Town-Dongan Hills-South Beach
QUEENS,NB,1869,5,404,11373,1,YES,,,EQ,ISSUED,INITIAL,EQ,12/29/09,12/29/09,6/30/10,12/29/09,INDIVIDUAL,N,40.738773,-73.870579,25,457,Elmhurst
QUEENS,NB,10245,32,412,11433,1,,,,EQ,ISSUED,INITIAL,EQ,9/9/09,9/9/09,2/4/10,9/9/09,INDIVIDUAL,N,40.699946,-73.785773,27,414,South Jamaica
QUEENS,NB,11990,46,412,11436,1,YES,,,PL,ISSUED,INITIAL,PL,10/2/09,10/9/09,10/9/10,10/9/09,CORPORATION,Y,40.682902,-73.797012,28,188,Baisley Park
QUEENS,NB,11990,27,412,11436,1,,,,,ISSUED,INITIAL,FO,12/24/09,12/24/09,12/9/10,12/24/09,INDIVIDUAL,N,40.682503,-73.796819,28,188,Baisley Park
BROOKLYN,NB,7666,66,318,11210,1,YES,,,PL,ISSUED,INITIAL,PL,2/3/10,2/8/10,2/8/11,2/8/10,INDIVIDUAL,N,40.618298,-73.944262,45,746,Flatlands
STATEN ISLAND,NB,224,14,501,10310,2,,,,PL,ISSUED,INITIAL,PL,4/15/09,4/15/09,4/15/10,4/15/09,INDIVIDUAL,N,40.628836,-74.122752,49,125,West New Brighton-New Brighton-St. George
QUEENS,NB,4555,26,407,11357,1,YES,,,PL,ISSUED,INITIAL,PL,10/21/10,10/21/10,10/21/11,10/21/10,INDIVIDUAL,N,40.792762,-73.803947,19,991,Whitestone
BRONX,NB,2872,301,204,10452,1,YES,,,,ISSUED,INITIAL,FO,5/10/11,5/10/11,2/1/12,5/10/11,INDIVIDUAL,N,40.842843,-73.919519,16,21302,Highbridge
STATEN ISLAND,NB,7022,13,503,10309,1,YES,SR,,PL,ISSUED,INITIAL,PL,9/21/11,9/21/11,9/20/12,9/21/11,CORPORATION,N,40.540016,-74.214869,51,20803,Rossville-Woodrow
BRONX,NB,4662,79,212,10467,2,,,,EQ,ISSUED,INITIAL,EQ,9/11/09,9/11/09,5/23/10,9/11/09,,,40.879267,-73.862766,12,380,Williamsbridge-Olinville
QUEENS,NB,3916,41,407,11356,1,YES,,,PL,ISSUED,INITIAL,PL,1/7/11,1/7/11,1/7/12,1/7/11,CORPORATION,N,40.794154,-73.847921,19,939,College Point
QUEENS,NB,741,57,401,11103,2,,,,,ISSUED,INITIAL,NB,3/9/10,3/9/10,3/9/11,3/9/10,INDIVIDUAL,N,40.760809,-73.908392,22,147,Astoria
QUEENS,NB,5543,130,411,11361,1,,,,,ISSUED,INITIAL,FO,4/7/10,4/7/10,11/20/10,4/7/10,INDIVIDUAL,N,40.756014,-73.780345,19,145102,Bayside-Bayside Hills
QUEENS,NB,8725,42,413,11040,1,YES,,,,ISSUED,INITIAL,FO,6/28/11,6/28/11,6/2/12,6/28/11,INDIVIDUAL,N,40.745648,-73.702509,23,157901,Glen Oaks-Floral Park-New Hyde Park
BROOKLYN,NB,1699,70,303,11213,1,YES,,,PL,ISSUED,INITIAL,PL,5/1/09,5/1/09,5/1/10,5/1/09,OTHER,N,40.678982,-73.937376,36,271,Crown Heights North
BROOKLYN,NB,6917,79,313,11214,2,YES,,,PL,ISSUED,INITIAL,PL,6/15/09,6/15/09,6/15/10,6/15/09,PARTNERSHIP,N,40.5869,-73.9867,47,314,Gravesend
QUEENS,NB,7242,37,408,11432,1,YES,,,,ISSUED,INITIAL,NB,4/3/09,4/3/09,8/9/09,4/3/09,INDIVIDUAL,N,40.724589,-73.784702,24,1277,Jamaica Estates-Holliswood
STATEN ISLAND,NB,7153,77,503,10309,2,,SRD,,EQ,ISSUED,INITIAL,EQ,4/23/09,4/23/09,4/1/10,4/23/09,INDIVIDUAL,N,40.552908,-74.218041,51,226,Charleston-Richmond Valley-Tottenville
BRONX,NB,2978,175,203,10460,2,,,,PL,ISSUED,INITIAL,PL,6/3/11,11/29/11,11/28/12,11/29/11,CORPORATION,N,40.836039,-73.889395,17,155,Crotona Park East
QUEENS,NB,7320,39,411,11361,1,,,,EQ,ISSUED,INITIAL,EQ,12/30/10,12/30/10,8/16/11,12/30/10,CORPORATION,N,40.756123,-73.772876,19,1447,Bayside-Bayside Hills
QUEENS,NB,16350,400,414,11697,1,YES,,,PL,ISSUED,INITIAL,PL,4/18/11,4/18/11,4/17/12,4/18/11,CORPORATION,N,40.556947,-73.917146,32,91601,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
STATEN ISLAND,NB,5258,58,503,10308,1,YES,SRD,,,ISSUED,INITIAL,NB,6/10/10,6/10/10,4/1/11,6/10/10,INDIVIDUAL,N,40.544113,-74.155849,51,15601,Great Kills
STATEN ISLAND,NB,5442,46,503,10308,1,YES,SRD,,,ISSUED,INITIAL,NB,2/18/10,2/18/10,6/9/10,2/18/10,INDIVIDUAL,N,40.554432,-74.15515,51,14608,Great Kills
QUEENS,NB,15905,291,,11692,1,YES,,,,ISSUED,INITIAL,NB,8/12/10,8/12/10,4/1/11,8/12/10,CORPORATION,N,40.588469,-73.793684,31,964,Hammels-Arverne-Edgemere
QUEENS,NB,7665,72,411,11364,1,,,,PL,ISSUED,INITIAL,PL,5/18/09,5/28/09,5/28/10,5/28/09,INDIVIDUAL,N,40.749222,-73.747596,23,1377,Oakland Gardens
QUEENS,NB,13612,22,413,11422,1,YES,,,PL,ISSUED,INITIAL,PL,12/23/09,12/23/09,12/23/10,12/23/09,CORPORATION,N,40.664555,-73.732291,31,656,Rosedale
STATEN ISLAND,NB,3761,39,502,10305,1,YES,,,PL,ISSUED,INITIAL,PL,10/13/09,10/13/09,10/13/10,10/13/09,CORPORATION,N,40.577509,-74.088657,50,11201,Old Town-Dongan Hills-South Beach
QUEENS,NB,1095,16,403,11370,2,,,,PL,ISSUED,INITIAL,PL,9/28/09,9/28/09,9/28/10,9/28/09,,,40.764807,-73.8859,22,329,Jackson Heights
QUEENS,NB,3946,17,407,11356,1,YES,,,,ISSUED,INITIAL,NB,7/29/10,7/29/10,12/30/10,7/29/10,INDIVIDUAL,N,40.791624,-73.844287,19,939,College Point
QUEENS,NB,4039,82,407,11356,1,YES,,,PL,ISSUED,INITIAL,PL,12/8/09,12/8/09,12/8/10,12/8/09,CORPORATION,N,40.78683,-73.849581,19,929,College Point
BROOKLYN,NB,3811,20,316,11212,2,YES,,,,ISSUED,INITIAL,FO,9/16/10,9/16/10,3/26/11,9/16/10,INDIVIDUAL,N,40.662804,-73.905084,42,918,Brownsville
QUEENS,NB,9908,30,412,11423,1,,,,,ISSUED,INITIAL,NB,8/12/09,9/9/09,7/23/10,9/9/09,INDIVIDUAL,N,40.711113,-73.773931,27,480,Jamaica
STATEN ISLAND,NB,3801,34,502,10306,1,YES,,,PL,ISSUED,INITIAL,PL,1/23/09,1/23/09,1/23/10,1/23/09,CORPORATION,N,40.572823,-74.093046,50,11202,New Dorp-Midland Beach
STATEN ISLAND,NB,6920,74,503,10309,1,,SRD,,,ISSUED,INITIAL,NB,5/4/10,5/4/10,2/5/11,5/4/10,INDIVIDUAL,N,40.535553,-74.20572,51,20803,Rossville-Woodrow
BROOKLYN,NB,8663,318,313,11235,1,YES,,,,ISSUED,INITIAL,NB,1/29/10,2/19/10,8/9/10,2/19/10,INDIVIDUAL,N,40.579665,-73.965145,48,364,Brighton Beach
BROOKLYN,NB,7964,78,318,11236,1,YES,,,PL,ISSUED,INITIAL,PL,2/13/09,2/13/09,2/13/10,2/13/09,INDIVIDUAL,N,40.642475,-73.913491,46,958,Canarsie
QUEENS,NB,10051,34,412,11435,1,YES,,,,ISSUED,INITIAL,NB,8/17/10,8/17/10,7/23/11,8/17/10,INDIVIDUAL,N,40.692684,-73.805168,28,204,Jamaica
STATEN ISLAND,NB,4213,16,502,10306,1,YES,,,,ISSUED,INITIAL,NB,4/27/11,4/27/11,3/20/12,4/27/11,INDIVIDUAL,N,40.57155,-74.116365,50,134,New Dorp-Midland Beach
BROOKLYN,NB,1699,7,303,11213,2,,,,PL,ISSUED,INITIAL,PL,4/20/11,4/20/11,4/19/12,4/20/11,HPD,N,40.67977,-73.93828,36,271,Crown Heights North
BROOKLYN,NB,8739,71,315,11235,1,YES,,,,ISSUED,INITIAL,FO,5/13/11,5/13/11,9/1/11,5/13/11,INDIVIDUAL,N,40.575365,-73.95068,48,616,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
STATEN ISLAND,NB,5710,34,503,10312,2,,SRD,,PL,ISSUED,INITIAL,PL,9/23/09,9/23/09,9/23/10,9/23/09,CORPORATION,N,40.549741,-74.183239,51,17008,Arden Heights
BROOKLYN,NB,4449,110,305,11208,2,YES,,,,ISSUED,INITIAL,NB,12/15/10,12/15/10,4/1/11,12/15/10,PARTNERSHIP,N,40.655135,-73.873037,42,1070,East New York
QUEENS,NB,12159,34,412,11433,2,,,,PL,ISSUED,INITIAL,PL,5/25/10,5/27/10,5/27/11,5/27/10,INDIVIDUAL,N,40.689857,-73.794038,28,262,South Jamaica
STATEN ISLAND,NB,5706,4,503,10312,1,YES,SRD,,,ISSUED,INITIAL,NB,5/19/09,5/19/09,8/31/09,5/19/09,INDIVIDUAL,N,40.547831,-74.182999,51,17008,Arden Heights
QUEENS,NB,11938,33,412,11435,1,,,,PL,ISSUED,INITIAL,PL,10/26/10,10/26/10,10/26/11,10/26/10,INDIVIDUAL,N,40.691246,-73.802151,28,198,South Jamaica
BROOKLYN,NB,2245,143,301,11206,2,YES,,,,ISSUED,INITIAL,FO,12/15/11,12/15/11,11/30/12,12/15/11,PARTNERSHIP,N,40.702006,-73.950251,33,509,Williamsburg
STATEN ISLAND,NB,7092,105,503,10309,1,YES,SRD,,,ISSUED,INITIAL,NB,1/22/10,1/22/10,7/15/10,1/22/10,CORPORATION,N,40.540896,-74.221046,51,226,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,4679,15,503,10306,1,YES,,,EQ,ISSUED,INITIAL,EQ,6/1/11,6/1/11,12/3/11,6/1/11,CORPORATION,N,40.556963,-74.115149,50,12805,Oakwood-Oakwood Beach
STATEN ISLAND,NB,85,53,501,10301,1,YES,HS,,EQ,ISSUED,INITIAL,EQ,5/18/10,5/18/10,2/5/11,5/18/10,INDIVIDUAL,N,40.635577,-74.090063,49,77,West New Brighton-New Brighton-St. George
QUEENS,NB,4977,95,407,11354,2,,,,,ISSUED,INITIAL,NB,11/7/11,11/10/11,11/9/12,11/10/11,CORPORATION,N,40.761809,-73.830051,20,869,Flushing
BROOKLYN,NB,900,30,307,11215,1,YES,,,PL,ISSUED,INITIAL,PL,11/29/11,11/29/11,11/28/12,11/29/11,PARTNERSHIP,N,40.658616,-73.990409,38,147,Sunset Park West
QUEENS,NB,8337,47,411,11362,1,,,,,ISSUED,INITIAL,FO,6/8/10,6/8/10,11/8/10,6/8/10,INDIVIDUAL,N,40.760948,-73.729575,23,152902,Douglas Manor-Douglaston-Little Neck
STATEN ISLAND,NB,85,53,501,10301,1,YES,HS,,,ISSUED,INITIAL,NB,5/18/10,5/18/10,2/5/11,5/18/10,INDIVIDUAL,N,40.635577,-74.090063,49,77,West New Brighton-New Brighton-St. George
QUEENS,NB,8230,276,411,11362,1,YES,,,,ISSUED,INITIAL,FO,10/8/10,10/8/10,9/22/11,10/8/10,INDIVIDUAL,N,40.767453,-73.73444,19,150702,Douglas Manor-Douglaston-Little Neck
STATEN ISLAND,NB,85,54,501,10301,1,YES,HS,,,ISSUED,INITIAL,NB,5/18/10,5/18/10,2/5/11,5/18/10,INDIVIDUAL,N,40.635566,-74.090096,49,77,West New Brighton-New Brighton-St. George
STATEN ISLAND,NB,85,55,501,10301,1,YES,HS,,,ISSUED,INITIAL,NB,5/18/10,5/18/10,2/5/11,5/18/10,INDIVIDUAL,N,40.635544,-74.090164,49,77,West New Brighton-New Brighton-St. George
STATEN ISLAND,NB,1609,16,502,10314,2,,,,PL,ISSUED,INITIAL,PL,9/25/09,9/25/09,9/25/10,9/25/09,,,40.615321,-74.160298,50,29104,New Springville-Bloomfield-Travis
STATEN ISLAND,NB,85,56,501,10301,1,YES,HS,,,ISSUED,INITIAL,NB,5/18/10,5/18/10,2/5/11,5/18/10,INDIVIDUAL,N,40.635533,-74.090197,49,77,West New Brighton-New Brighton-St. George
MANHATTAN,NB,1262,59,105,10036,2,,MID,,EQ,ISSUED,INITIAL,EQ,7/20/09,7/20/09,1/1/10,7/20/09,PARTNERSHIP,N,40.757272,-73.980046,4,96,Midtown-Midtown South
QUEENS,NB,13578,23,413,11422,1,,,,,ISSUED,INITIAL,NB,1/30/09,3/16/09,8/9/09,3/16/09,INDIVIDUAL,N,40.660575,-73.733557,31,660,Rosedale
BROOKLYN,NB,1117,1,305,11226,2,,,,EQ,ISSUED,INITIAL,EQ,10/19/10,10/19/10,6/1/11,10/19/10,OTHER GOV'T AGENCY,N,40.658278,-73.963335,39,177,park-cemetery-etc-Brooklyn
QUEENS,NB,3916,125,407,11356,2,YES,,,PL,ISSUED,INITIAL,PL,9/20/10,9/20/10,9/20/11,9/20/10,CORPORATION,N,40.79359,-73.843245,19,939,College Point
BRONX,NB,3120,20,206,10460,2,,,,EQ,ISSUED,INITIAL,EQ,3/14/11,3/14/11,11/1/11,3/14/11,OTHER GOV'T AGENCY,Y,40.852113,-73.882013,15,334,park-cemetery-etc-Bronx
QUEENS,NB,1662,22,403,11369,1,,,,,ISSUED,INITIAL,NB,4/8/11,4/8/11,11/4/11,4/8/11,CORPORATION,N,40.764209,-73.866075,21,367,East Elmhurst
STATEN ISLAND,NB,5735,405,503,10312,1,YES,SRD,,PL,ISSUED,INITIAL,PL,9/10/10,9/10/10,9/10/11,9/10/10,CORPORATION,N,40.555957,-74.185116,51,17007,Arden Heights
BRONX,NB,4563,20,211,10469,1,YES,,,,ISSUED,INITIAL,NB,8/4/09,8/4/09,4/1/10,8/4/09,INDIVIDUAL,N,40.868177,-73.850912,12,348,Allerton-Pelham Gardens
QUEENS,NB,5634,42,411,11365,1,YES,,,PL,ISSUED,INITIAL,PL,9/27/10,9/27/10,9/27/11,9/27/10,INDIVIDUAL,N,40.749414,-73.782456,20,1429,Auburndale
STATEN ISLAND,NB,644,11,501,10304,1,YES,,,PL,ISSUED,INITIAL,PL,8/10/10,8/10/10,8/10/11,8/10/10,INDIVIDUAL,N,40.616549,-74.084574,49,29,Stapleton-Rosebank
BROOKLYN,NB,2777,31,301,11211,2,YES,,,EQ,ISSUED,INITIAL,EQ,4/2/10,4/8/10,7/12/10,4/8/10,PARTNERSHIP,N,40.712493,-73.942899,34,495,East Williamsburg
QUEENS,NB,1770,56,403,11368,2,,,,,ISSUED,INITIAL,FO,9/23/11,9/26/11,2/15/12,9/26/11,INDIVIDUAL,N,40.749682,-73.864614,21,407,North Corona
QUEENS,NB,12521,61,412,11434,1,,,,PL,ISSUED,INITIAL,PL,1/28/10,1/28/10,1/28/11,1/28/10,PARTNERSHIP,N,40.681346,-73.769486,27,33401,St. Albans
QUEENS,NB,4327,100,407,11354,2,,,,,ISSUED,INITIAL,NB,8/18/11,8/18/11,11/1/11,8/18/11,OTHER GOV'T AGENCY,Y,40.772829,-73.838857,19,907,College Point
STATEN ISLAND,NB,6906,3,503,10309,1,YES,SRD,,,ISSUED,INITIAL,NB,2/22/11,2/24/11,6/2/11,2/24/11,INDIVIDUAL,N,40.529866,-74.204311,51,20803,Rossville-Woodrow
BROOKLYN,NB,8614,46,318,11234,1,YES,,,EQ,ISSUED,INITIAL,EQ,6/16/09,6/16/09,1/29/10,6/16/09,INDIVIDUAL,N,40.605599,-73.904172,46,70201,Georgetown-Marine Park-Bergen Beach-Mill Basin
STATEN ISLAND,NB,6740,7,503,10309,1,YES,SRD,,PL,ISSUED,INITIAL,PL,10/26/09,10/26/09,10/26/10,10/26/09,INDIVIDUAL,N,40.518069,-74.203901,51,198,Annadale-Huguenot-Prince's Bay-Eltingville
QUEENS,NB,5646,48,411,11365,1,YES,,,EQ,ISSUED,INITIAL,EQ,4/23/09,4/23/09,3/4/10,4/23/09,INDIVIDUAL,N,40.747704,-73.786894,20,1429,Auburndale
BROOKLYN,NB,6590,20,312,11230,1,YES,OP,,,ISSUED,INITIAL,FO,10/12/10,10/12/10,5/12/11,10/12/10,INDIVIDUAL,N,40.613997,-73.965109,44,442,Ocean Parkway South
STATEN ISLAND,NB,3390,54,502,10305,1,YES,,,,ISSUED,INITIAL,NB,5/28/09,5/28/09,2/2/10,5/28/09,INDIVIDUAL,N,40.592922,-74.080464,50,64,Grasmere-Arrochar-Ft. Wadsworth
QUEENS,NB,5417,19,407,11358,1,YES,,,PL,ISSUED,INITIAL,PL,5/11/09,5/11/09,5/11/10,5/11/09,INDIVIDUAL,N,40.75857,-73.807047,20,1191,East Flushing
QUEENS,NB,2192,59,406,11375,1,,,,EQ,ISSUED,INITIAL,EQ,11/14/11,11/14/11,4/10/12,11/14/11,INDIVIDUAL,N,40.727745,-73.843927,29,747,Forest Hills
BROOKLYN,NB,1140,22,308,11238,2,YES,,,PL,ISSUED,INITIAL,PL,3/4/09,3/4/09,3/4/10,3/4/09,PARTNERSHIP,N,40.679144,-73.962991,35,203,Prospect Heights
STATEN ISLAND,NB,5127,13,503,10308,1,,SRD,,,ISSUED,INITIAL,NB,5/20/09,5/20/09,3/28/10,5/20/09,PARTNERSHIP,N,40.550502,-74.146235,51,13203,Great Kills
QUEENS,NB,1957,1,404,11368,2,YES,,,,ISSUED,INITIAL,FO,11/1/10,11/1/10,10/10/11,11/1/10,INDIVIDUAL,N,40.737849,-73.855306,21,43702,Corona
QUEENS,NB,6971,21,408,11366,1,,,,,ISSUED,INITIAL,FO,3/22/11,3/22/11,8/16/11,3/22/11,PARTNERSHIP,N,40.722974,-73.804181,24,1241,Pomonok-Flushing Heights-Hillcrest
BRONX,NB,2878,77,205,10453,1,YES,,,PL,ISSUED,INITIAL,PL,10/5/10,10/5/10,10/5/11,10/5/10,CORPORATION,N,40.848258,-73.919368,14,21501,University Heights-Morris Heights
QUEENS,NB,13950,35,410,11414,1,,,,PL,ISSUED,INITIAL,PL,9/2/09,9/2/09,9/2/10,9/2/09,INDIVIDUAL,N,40.662013,-73.848269,32,892,Lindenwood-Howard Beach
STATEN ISLAND,NB,7092,109,503,10309,1,YES,,,,ISSUED,INITIAL,NB,1/21/10,1/21/10,7/15/10,1/21/10,CORPORATION,N,40.541133,-74.220867,51,226,Charleston-Richmond Valley-Tottenville
QUEENS,NB,1743,6,403,11368,2,YES,,,PL,ISSUED,INITIAL,PL,4/23/10,8/31/10,8/31/11,8/31/10,INDIVIDUAL,N,40.754589,-73.865788,21,379,North Corona
BRONX,NB,4848,14,212,10466,1,YES,,,EQ,ISSUED,INITIAL,EQ,7/8/09,7/8/09,3/31/10,7/8/09,INDIVIDUAL,N,40.885023,-73.85691,12,396,Williamsbridge-Olinville
MANHATTAN,NB,562,29,102,10003,2,YES,,,,ISSUED,INITIAL,NB,6/29/09,6/29/09,11/8/09,6/29/09,CORPORATION,N,40.732014,-73.991402,2,61,West Village
QUEENS,NB,8231,252,411,11362,1,YES,,,,ISSUED,INITIAL,NB,2/12/10,2/19/10,11/20/10,2/19/10,INDIVIDUAL,N,40.767257,-73.735022,19,150702,Douglas Manor-Douglaston-Little Neck
QUEENS,NB,4737,30,407,11357,1,YES,,,PL,ISSUED,INITIAL,PL,11/9/11,11/9/11,11/8/12,11/9/11,INDIVIDUAL,N,40.780108,-73.808411,19,1033,Whitestone
QUEENS,NB,7086,16,408,11365,2,,,,,ISSUED,INITIAL,NB,4/10/09,6/5/09,5/19/10,6/5/09,INDIVIDUAL,N,40.736102,-73.793112,24,1341,Fresh Meadows-Utopia
QUEENS,NB,12521,61,412,11434,1,YES,,,PL,ISSUED,INITIAL,PL,7/2/09,7/2/09,7/2/10,7/2/09,PARTNERSHIP,N,40.681346,-73.769486,27,33401,St. Albans
STATEN ISLAND,NB,5735,386,503,10312,1,YES,SRD,,PL,ISSUED,INITIAL,PL,11/5/10,11/5/10,11/5/11,11/5/10,CORPORATION,N,40.555959,-74.184094,51,17007,Arden Heights
QUEENS,NB,3916,120,407,11356,2,YES,,,PL,ISSUED,INITIAL,PL,9/20/10,9/20/10,9/20/11,9/20/10,CORPORATION,N,40.794284,-73.844595,19,939,College Point
BROOKLYN,NB,3037,50,301,11206,2,,,IBZ,,ISSUED,INITIAL,FO,3/24/10,3/24/10,3/1/11,3/24/10,CORPORATION,N,40.709268,-73.938411,34,485,Bushwick South
QUEENS,NB,539,7,401,11102,2,YES,,,PL,ISSUED,INITIAL,PL,5/16/11,10/25/12,10/25/13,10/25/12,PARTNERSHIP,N,40.772002,-73.928652,22,83,Old Astoria
STATEN ISLAND,NB,3348,1,502,10305,1,YES,,,EQ,ISSUED,INITIAL,EQ,4/2/10,4/2/10,4/28/10,4/2/10,INDIVIDUAL,N,40.594058,-74.084639,50,70,Old Town-Dongan Hills-South Beach
STATEN ISLAND,NB,7092,112,503,10309,1,YES,,,PL,ISSUED,INITIAL,PL,1/29/10,1/29/10,1/29/11,1/29/10,CORPORATION,N,40.541036,-74.221313,51,226,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,7853,53,503,10307,1,YES,SRD,,EQ,ISSUED,INITIAL,EQ,9/9/11,9/9/11,2/5/12,9/9/11,INDIVIDUAL,N,40.513178,-74.237868,51,24401,Charleston-Richmond Valley-Tottenville
QUEENS,NB,2671,1,405,11378,2,,,,EQ,ISSUED,INITIAL,EQ,3/21/11,3/21/11,1/12/12,3/21/11,PARTNERSHIP,N,40.721625,-73.912551,30,531,Maspeth
QUEENS,NB,1161,1,401,11377,1,YES,,,EQ,ISSUED,INITIAL,EQ,7/1/11,7/1/11,10/2/11,7/1/11,INDIVIDUAL,N,40.754724,-73.902279,26,297,Woodside
BROOKLYN,NB,2237,1,301,11206,1,YES,,,PL,ISSUED,INITIAL,PL,9/14/11,9/14/11,9/13/12,9/14/11,INDIVIDUAL,N,40.702142,-73.952639,33,509,Williamsburg
STATEN ISLAND,NB,2661,6,502,10314,2,,,,,ISSUED,INITIAL,NB,4/11/11,4/11/11,4/1/12,4/11/11,CORPORATION,N,40.587369,-74.198064,50,29102,New Springville-Bloomfield-Travis
QUEENS,NB,5363,31,407,11358,1,,,,PL,ISSUED,INITIAL,PL,9/28/10,9/28/10,9/28/11,9/28/10,INDIVIDUAL,N,40.758722,-73.793172,19,1175,Murray Hill
QUEENS,NB,7665,64,411,11364,1,,,,,ISSUED,INITIAL,FO,6/28/11,6/28/11,9/4/11,6/28/11,INDIVIDUAL,N,40.749208,-73.747589,23,1377,Oakland Gardens
STATEN ISLAND,NB,3276,25,502,10305,1,YES,,,,ISSUED,INITIAL,NB,12/7/11,12/7/11,11/1/12,12/7/11,INDIVIDUAL,N,40.594675,-74.074079,50,70,Old Town-Dongan Hills-South Beach
BROOKLYN,NB,6616,76,312,11230,1,YES,OP,,PL,ISSUED,INITIAL,PL,10/7/11,10/7/11,10/6/12,10/7/11,INDIVIDUAL,N,40.611255,-73.964567,44,420,Homecrest
BROOKLYN,NB,8470,114,318,11234,2,,,,PL,ISSUED,INITIAL,PL,7/30/09,7/30/09,7/30/10,7/30/09,,,40.607907,-73.925467,46,662,Georgetown-Marine Park-Bergen Beach-Mill Basin
